ImageUniqueID,xmin,ymin,xmax,ymax
2238472093-18567,0.151786,0.227679,0.566964,0.799107
2413148583-43705,0.165179,0.160714,0.924107,0.843750
2238422221-238133,0.187500,0.276786,0.995536,0.647321
2868486307-363577,0.142857,0.218750,0.772321,0.750000
2901937486-292487,0.218750,0.316964,0.607143,0.709821
2238340835-160560,0.142857,0.151786,0.839286,0.625000
2901939364-143474,0.183036,0.147321,0.861607,0.933036
2238570823-35541,0.116071,0.080357,0.732143,0.991071
2383043166-265899,0.209821,0.147321,0.808036,0.767857
2238467817-315834,0.357143,0.160714,0.839286,0.825893
2430666495-196851,0.245536,0.227679,0.647321,0.504464
2901935338-69351,0.285714,0.254464,0.794643,0.919643
2651225310-207389,0.285714,0.348214,0.968750,0.870536
2986398351-296241,0.017857,0.116071,0.767857,0.714286
2874312303-66538,0.437500,0.267857,0.754464,0.977679
2238159002-305773,0.276786,0.178571,0.660714,0.781250
2238150781-230211,0.223214,0.187500,0.852679,0.825893
2984625400-220843,0.267857,0.339286,0.785714,0.727679
2238494124-95905,0.156250,0.013393,0.678571,0.897321
2898629372-366843,0.281250,0.205357,0.732143,0.897321
2856918321-284707,0.183036,0.250000,0.785714,0.794643
2874307420-214519,0.107143,0.325893,0.705357,0.808036
2417206304-118549,0.294643,0.343750,0.723214,0.642857
2427873516-269740,0.428571,0.151786,0.794643,0.754464
2424123829-120160,0.008929,0.200893,0.964286,0.995536
2238307175-159912,0.116071,0.191964,0.861607,0.633929
2238218155-159195,0.133929,0.379464,0.776786,0.781250
2825711335-209280,0.053571,0.098214,0.995536,0.995536
2421824284-119646,0.232143,0.196429,0.727679,0.727679
2238355610-161358,0.245536,0.397321,0.839286,0.665179
2430665707-345982,0.263393,0.232143,0.602679,0.758929
2351007608-42482,0.031250,0.258929,0.830357,0.892857
2238497880-170694,0.133929,0.111607,0.995536,0.419643
2883254342-364930,0.160714,0.196429,0.741071,0.785714
2238359347-310888,0.348214,0.098214,0.785714,0.857143
2238520487-323651,0.285714,0.339286,0.651786,0.625000
2237911163-2770,0.299107,0.330357,0.651786,0.727679
2860294389-136056,0.058036,0.401786,0.848214,0.821429
2238421328-15681,0.410714,0.125000,0.919643,0.919643
2382324872-340686,0.428571,0.303571,0.915179,0.839286
2425495804-121094,0.084821,0.348214,0.705357,0.821429
2981239351-295047,0.352679,0.129464,0.754464,0.526786
2238528034-101447,0.227679,0.098214,0.857143,0.937500
2417206878-44308,0.147321,0.093750,0.705357,0.995536
2813000347-357369,0.250000,0.205357,0.625000,0.683036
2862689313-62850,0.339286,0.227679,0.674107,0.714286
2237970470-153404,0.214286,0.236607,0.941964,0.745536
2238337776-234544,0.196429,0.040179,0.808036,0.781250
2238559860-182011,0.089286,0.183036,0.830357,0.973214
2424124598-45893,0.142857,0.325893,0.790179,0.678571
2238554000-180790,0.178571,0.129464,0.906250,0.897321
2425495001-269053,0.191964,0.031250,0.625000,0.861607
2238504793-23665,0.290179,0.214286,0.535714,0.727679
2237917736-225496,0.142857,0.084821,0.696429,0.861607
2421821888-44819,0.232143,0.040179,0.754464,0.718750
2238553092-329897,0.321429,0.352679,0.745536,0.790179
2430665845-196700,0.169643,0.339286,0.709821,0.995536
2238327928-11653,0.321429,0.196429,0.683036,0.866071
2421821432-342425,0.375000,0.223214,0.821429,0.968750
2238497202-319902,0.102679,0.343750,0.785714,0.776786
2425494024-120793,0.303571,0.129464,0.584821,0.825893
2238524863-26844,0.080357,0.129464,0.781250,0.852679
2238577590-185468,0.178571,0.071429,0.892857,0.718750
2898629422-366867,0.303571,0.308036,0.732143,0.687500
2238490958-21411,0.031250,0.276786,0.821429,0.946429
2238516568-25583,0.205357,0.040179,0.522321,0.406250
2332528635-190456,0.232143,0.196429,0.785714,0.767857
2238219395-159310,0.339286,0.174107,0.848214,0.750000
2285836149-115544,0.120536,0.102679,0.558036,0.616071
2238500448-22966,0.200893,0.250000,0.785714,0.669643
2237929888-3511,0.330357,0.169643,0.598214,0.834821
2238361864-87561,0.191964,0.227679,0.678571,0.897321
2238329190-160084,0.334821,0.084821,0.629464,0.830357
2452379839-124889,0.316964,0.098214,0.821429,0.745536
2427875227-345341,0.080357,0.183036,0.593750,0.861607
2238569786-257740,0.214286,0.241071,0.834821,0.558036
2238384210-162587,0.169643,0.241071,0.968750,0.924107
2238493778-21850,0.312500,0.214286,0.781250,0.714286
2413149488-43890,0.272321,0.156250,0.714286,0.866071
2238560108-33595,0.366071,0.169643,0.758929,0.892857
2237965916-227379,0.125000,0.303571,0.602679,0.821429
2238335114-86278,0.125000,0.223214,0.758929,0.598214
2238172035-156913,0.446429,0.049107,0.897321,0.875000
2238416331-237925,0.308036,0.281250,0.727679,0.799107
2421824324-119659,0.183036,0.107143,0.714286,0.830357
2425492225-194535,0.196429,0.080357,0.575893,0.683036
2238558643-33259,0.191964,0.200893,0.834821,0.558036
2238376433-13883,0.133929,0.129464,0.750000,0.678571
2821594336-283276,0.303571,0.370536,0.897321,0.714286
2812987335-207704,0.339286,0.205357,0.718750,0.977679
2981238444-145715,0.174107,0.151786,0.866071,0.879464
2237855297-298605,0.111607,0.116071,0.736607,0.906250
2238519124-99941,0.334821,0.178571,0.651786,0.866071
2351008149-116950,0.223214,0.160714,0.901786,0.696429
2238187769-83607,0.232143,0.120536,0.919643,0.808036
2238552715-180576,0.299107,0.071429,0.642857,0.745536
2238424296-238231,0.017857,0.263393,0.790179,0.892857
2238510502-322116,0.080357,0.044643,0.803571,0.933036
2238550644-105880,0.138393,0.383929,0.732143,0.700893
2238404799-89387,0.258929,0.196429,0.790179,0.897321
2237916179-77383,0.200893,0.290179,0.781250,0.763393
2430664113-47790,0.232143,0.093750,0.691964,0.830357
2238184622-306831,0.232143,0.209821,0.575893,0.625000
2883268484-141805,0.263393,0.294643,0.607143,0.812500
2238588886-261732,0.312500,0.080357,0.852679,0.937500
2417207884-118874,0.053571,0.035714,0.924107,0.683036
2238439241-239000,0.214286,0.022321,0.674107,0.790179
2238420376-238064,0.375000,0.196429,0.821429,0.857143
2901934570-217480,0.276786,0.401786,0.758929,0.669643
2856924338-61757,0.160714,0.357143,0.767857,0.656250
2238570948-35561,0.325893,0.397321,0.696429,0.924107
2883255308-67019,0.267857,0.116071,0.906250,0.892857
2238471861-240984,0.383929,0.290179,0.745536,0.625000
2989720393-73832,0.245536,0.330357,0.897321,0.794643
2238457114-91607,0.321429,0.075893,0.758929,0.843750
2981233451-294820,0.142857,0.303571,0.642857,0.830357
2864902308-63806,0.142857,0.058036,0.857143,0.883929
2427872780-195557,0.151786,0.209821,0.736607,0.669643
2238555768-32653,0.147321,0.071429,0.723214,0.674107
2862699463-63353,0.200893,0.102679,0.607143,0.767857
2238417728-15568,0.245536,0.272321,0.995536,0.776786
2424123430-194160,0.241071,0.254464,0.651786,0.629464
2238159190-156455,0.075893,0.299107,0.723214,0.799107
2238507025-172183,0.062500,0.013393,0.995536,0.504464
2238554993-32509,0.272321,0.022321,0.562500,0.776786
2427872075-195384,0.071429,0.200893,0.879464,0.625000
2238181832-306676,0.281250,0.357143,0.687500,0.986607
2238526381-249214,0.392857,0.116071,0.651786,0.611607
2860301443-62235,0.232143,0.169643,0.638393,0.558036
2862687327-360803,0.339286,0.062500,0.736607,0.758929
2898618386-291259,0.281250,0.111607,0.732143,0.901786
2964215474-144864,0.093750,0.093750,0.991071,0.799107
2238530440-176153,0.160714,0.312500,0.968750,0.892857
2238220336-233442,0.334821,0.250000,0.803571,0.973214
2874314337-364648,0.437500,0.379464,0.977679,0.843750
2238026243-5418,0.125000,0.125000,0.897321,0.647321
2238583857-336241,0.107143,0.165179,0.875000,0.834821
2986398316-296228,0.151786,0.250000,0.709821,0.656250
2285836384-115608,0.075893,0.281250,0.616071,0.750000
2238423351-238182,0.250000,0.267857,0.870536,0.790179
2238124014-80693,0.250000,0.272321,0.660714,0.678571
2238519817-323566,0.120536,0.236607,0.910714,0.700893
2818065333-59785,0.406250,0.098214,0.790179,0.991071
2862698397-361306,0.218750,0.294643,0.566964,0.714286
2238553761-254590,0.142857,0.116071,0.687500,0.991071
2238361290-161674,0.214286,0.178571,0.830357,0.870536
2238574712-334183,0.410714,0.312500,0.839286,0.772321
2883260356-290292,0.147321,0.254464,0.883929,0.857143
2812989340-207749,0.232143,0.165179,0.785714,0.808036
2868475381-287903,0.191964,0.258929,0.830357,0.625000
2238507267-321521,0.116071,0.205357,0.834821,0.696429
2383043632-341152,0.049107,0.205357,0.843750,0.758929
2818079324-134226,0.133929,0.089286,0.924107,0.834821
2238577126-259367,0.205357,0.049107,0.750000,0.870536
2238495606-244258,0.254464,0.089286,0.959821,0.852679
2981242393-72132,0.375000,0.258929,0.683036,0.741071
2238431623-16128,0.241071,0.339286,0.816964,0.750000
2238557968-33102,0.397321,0.223214,0.691964,0.883929
2237962202-302334,0.089286,0.191964,0.767857,0.723214
2964216322-369174,0.325893,0.401786,0.705357,0.772321
2864909415-212506,0.419643,0.004464,0.758929,0.816964
2238502884-97316,0.285714,0.339286,0.625000,0.754464
2883267423-67822,0.267857,0.218750,0.933036,0.683036
2237858887-299339,0.285714,0.236607,0.825893,0.566964
2868476507-363023,0.000000,0.205357,0.651786,0.875000
2238383382-311894,0.397321,0.129464,0.781250,0.812500
2864902307-361767,0.160714,0.232143,0.727679,0.687500
2238158427-305737,0.191964,0.120536,0.540179,0.821429
2238331765-160252,0.272321,0.218750,0.772321,0.629464
2238530347-325510,0.254464,0.308036,0.861607,0.763393
2238516794-99593,0.008929,0.093750,0.620536,0.767857
2883263509-141476,0.334821,0.272321,0.589286,0.647321
2883259329-141195,0.339286,0.147321,0.763393,0.834821
2238369555-161966,0.267857,0.232143,0.741071,0.437500
2237918039-77471,0.214286,0.142857,0.669643,0.879464
2898632404-142786,0.200893,0.178571,0.879464,0.892857
2237911420-151035,0.357143,0.151786,0.781250,0.674107
2382319262-340326,0.093750,0.401786,0.812500,0.745536
2237908390-151012,0.160714,0.147321,0.714286,0.785714
2238385131-236769,0.098214,0.232143,0.937500,0.852679
2986399367-371172,0.120536,0.151786,0.683036,0.816964
2868486513-65667,0.071429,0.107143,0.660714,0.741071
2238574835-184832,0.437500,0.250000,0.763393,0.611607
2238382637-311841,0.147321,0.267857,0.848214,0.861607
2238560918-33736,0.254464,0.151786,0.875000,0.687500
2238559329-107743,0.138393,0.183036,0.750000,0.718750
2238563120-182620,0.116071,0.281250,0.879464,0.709821
2874307345-214499,0.080357,0.129464,0.763393,0.549107
2238452431-239671,0.290179,0.370536,0.678571,0.709821
2269197397-338248,0.250000,0.125000,0.651786,0.901786
2383042517-340947,0.151786,0.450893,0.647321,0.888393
2238183242-306739,0.232143,0.241071,0.732143,0.607143
2238214857-308276,0.250000,0.200893,0.991071,0.955357
2862693382-361080,0.321429,0.089286,0.825893,0.491071
2238151298-7905,0.361607,0.299107,0.687500,0.781250
2238575933-36679,0.276786,0.125000,0.825893,0.763393
2251781159-114678,0.250000,0.080357,0.866071,0.674107
2238511219-98725,0.183036,0.214286,0.763393,0.906250
2237960097-302212,0.218750,0.325893,0.808036,0.651786
2812991301-282093,0.267857,0.339286,0.843750,0.745536
2821594314-134441,0.183036,0.366071,0.691964,0.785714
2238394320-163047,0.218750,0.165179,0.781250,0.816964
2238558145-181640,0.419643,0.339286,0.741071,0.839286
2864904448-63928,0.294643,0.035714,0.897321,0.995536
2237944647-301465,0.294643,0.428571,0.589286,0.727679
2862697396-286267,0.294643,0.308036,0.959821,0.745536
2238551615-180316,0.232143,0.183036,0.633929,0.808036
2238573821-258526,0.294643,0.236607,0.727679,0.629464
2238455124-91519,0.245536,0.267857,0.723214,0.745536
2351007865-190879,0.232143,0.174107,0.633929,0.870536
2238572550-184268,0.111607,0.299107,0.821429,0.906250
2964214418-71016,0.107143,0.022321,0.745536,0.678571
2382324673-42918,0.308036,0.133929,0.656250,0.982143
2238068936-228090,0.321429,0.183036,0.598214,0.839286
2862690388-62921,0.294643,0.142857,0.750000,0.816964
2238575567-334386,0.294643,0.151786,0.732143,0.593750
2269197257-338208,0.160714,0.272321,0.754464,0.937500
2862699406-286351,0.084821,0.227679,0.959821,0.808036
2542589950-201704,0.084821,0.053571,0.830357,0.857143
2989719302-371829,0.098214,0.142857,0.964286,0.723214
2421821419-119086,0.183036,0.147321,0.857143,0.642857
2238216971-233137,0.232143,0.200893,0.883929,0.767857
2238524953-26857,0.178571,0.138393,0.781250,0.691964
2964217433-71124,0.223214,0.151786,0.803571,0.750000
2860313336-285643,0.044643,0.129464,0.790179,0.959821
2238562438-34007,0.276786,0.245536,0.642857,0.879464
2430667610-197129,0.040179,0.084821,0.892857,0.830357
2237896667-300339,0.187500,0.330357,0.857143,0.825893
2237925960-151569,0.098214,0.107143,0.790179,0.709821
2238475751-241458,0.325893,0.267857,0.973214,0.799107
2237894840-150956,0.254464,0.200893,0.790179,0.852679
2237966057-302553,0.267857,0.352679,0.772321,0.790179
2812999308-59351,0.031250,0.272321,0.857143,0.866071
2238193616-232107,0.049107,0.325893,0.901786,0.995536
2238218254-85160,0.294643,0.223214,0.611607,0.776786
2883258547-365241,0.089286,0.160714,0.745536,0.933036
2901946443-70237,0.209821,0.263393,0.772321,0.714286
2994405332-372711,0.098214,0.013393,0.665179,0.906250
2238591512-337130,0.169643,0.107143,0.910714,0.830357
2237858134-75938,0.205357,0.125000,0.616071,0.656250
2238217559-85074,0.303571,0.165179,0.897321,0.700893
2238512354-98885,0.196429,0.102679,0.857143,0.785714
2964221334-145056,0.209821,0.147321,0.843750,0.834821
2238496975-170555,0.187500,0.125000,0.754464,0.691964
2238496774-96287,0.330357,0.200893,0.736607,0.839286
2238505923-23849,0.223214,0.160714,0.919643,0.843750
2238214316-232970,0.254464,0.299107,0.709821,0.906250
2238472308-18600,0.299107,0.513393,0.946429,0.995536
2417206481-266762,0.071429,0.058036,0.745536,0.937500
2446760629-124024,0.250000,0.227679,0.785714,0.857143
2424122050-193906,0.160714,0.116071,0.875000,0.852679
2238556627-330608,0.357143,0.089286,0.754464,0.825893
2238474935-167341,0.035714,0.062500,0.812500,0.888393
2238568654-109606,0.187500,0.191964,0.959821,0.620536
2238188929-83661,0.285714,0.236607,0.758929,0.830357
2238569881-257759,0.250000,0.312500,0.857143,0.790179
2238185010-157473,0.178571,0.147321,0.870536,0.879464
2238210925-158701,0.370536,0.129464,0.714286,0.575893
2812997315-207873,0.062500,0.066964,0.598214,0.580357
2237962606-227160,0.267857,0.241071,0.830357,0.825893
2238565965-183133,0.071429,0.232143,0.767857,0.821429
2238558619-107564,0.174107,0.089286,0.656250,0.834821
2238539966-252220,0.276786,0.285714,0.696429,0.834821
2425495778-46679,0.214286,0.383929,0.955357,0.763393
2351006871-264880,0.267857,0.093750,0.812500,0.857143
2821591326-283219,0.303571,0.178571,0.718750,0.665179
2238129726-228968,0.285714,0.142857,0.906250,0.852679
2238575720-185054,0.017857,0.160714,0.915179,0.803571
2424124033-45803,0.410714,0.174107,0.955357,0.946429
2421823185-193542,0.120536,0.111607,0.892857,0.821429
2874306500-214481,0.250000,0.245536,0.812500,0.808036
2237920858-3174,0.053571,0.406250,0.767857,0.816964
2898631352-366942,0.223214,0.125000,0.830357,0.754464
2901944429-143872,0.098214,0.370536,0.901786,0.852679
2238581886-260543,0.147321,0.160714,0.919643,0.656250
2238153783-8026,0.129464,0.165179,0.933036,0.794643
2238389888-14528,0.357143,0.191964,0.861607,0.633929
2383041811-265611,0.200893,0.232143,0.651786,0.696429
2856919343-61655,0.196429,0.267857,0.919643,0.611607
2901948555-218526,0.303571,0.075893,0.946429,0.580357
2238486919-94868,0.258929,0.236607,0.982143,0.611607
2238384211-236707,0.107143,0.142857,0.665179,0.732143
2238260846-233662,0.107143,0.084821,0.754464,0.799107
2238175987-306444,0.196429,0.232143,0.718750,0.852679
2818080349-134247,0.312500,0.303571,0.910714,0.620536
2238371402-311413,0.165179,0.165179,0.946429,0.575893
2238219679-85283,0.294643,0.218750,0.669643,0.691964
2238504096-245650,0.339286,0.107143,0.790179,0.736607
2238373600-162095,0.308036,0.138393,0.995536,0.607143
2237933386-225981,0.093750,0.232143,0.767857,0.825893
2238472501-241082,0.125000,0.200893,0.799107,0.919643
2238419621-238029,0.133929,0.125000,0.696429,0.660714
2856921336-284787,0.325893,0.308036,0.745536,0.718750
2238562515-182519,0.227679,0.209821,0.687500,0.781250
2332527995-190309,0.357143,0.209821,0.888393,0.924107
2238482650-168378,0.316964,0.339286,0.892857,0.727679
2816369317-357603,0.214286,0.227679,0.799107,0.629464
2238575915-185105,0.098214,0.312500,0.611607,0.772321
2804914324-133182,0.232143,0.379464,0.799107,0.745536
2238495033-22023,0.308036,0.361607,0.763393,0.897321
2821593307-358219,0.169643,0.343750,0.839286,0.794643
2512875508-52132,0.053571,0.116071,0.892857,0.937500
2238558675-181765,0.290179,0.133929,0.687500,0.870536
2237919285-151355,0.187500,0.285714,0.691964,0.700893
2238571472-333431,0.178571,0.133929,0.504464,0.678571
2427872317-344702,0.263393,0.151786,0.723214,0.709821
2984629305-220947,0.303571,0.013393,0.718750,0.803571
2651217314-132954,0.084821,0.397321,0.687500,0.906250
2901943360-218088,0.303571,0.125000,0.709821,0.678571
2238561740-182387,0.035714,0.352679,0.718750,0.866071
2421821233-44657,0.232143,0.446429,0.973214,0.857143
2238567281-257287,0.200893,0.031250,0.888393,0.812500
2238068923-5717,0.245536,0.089286,0.803571,0.816964
2864910308-64179,0.022321,0.044643,0.718750,0.982143
2238213917-308221,0.151786,0.299107,0.691964,0.821429
2238562758-34069,0.303571,0.089286,0.816964,0.767857
2238497369-96399,0.232143,0.227679,0.830357,0.852679
2651225318-58791,0.250000,0.263393,0.683036,0.995536
2883264534-141539,0.169643,0.299107,0.741071,0.973214
2825711337-358802,0.276786,0.075893,0.933036,0.937500
2238418209-89750,0.339286,0.232143,0.830357,0.875000
2430667717-346477,0.151786,0.321429,0.892857,0.544643
2446758276-271395,0.026786,0.227679,0.834821,0.848214
2238578444-111678,0.066964,0.160714,0.888393,0.754464
2238186906-231685,0.196429,0.281250,0.901786,0.745536
2238547362-328453,0.116071,0.285714,0.678571,0.964286
2265772137-338152,0.366071,0.053571,0.959821,0.660714
2238440005-164975,0.151786,0.348214,0.892857,0.848214
2248039206-262521,0.080357,0.200893,0.892857,0.696429
2238418677-313282,0.241071,0.178571,0.995536,0.821429
2238217458-10774,0.258929,0.303571,0.633929,0.683036
2862691393-62970,0.294643,0.089286,0.553571,0.883929
2238510467-322101,0.267857,0.245536,0.794643,0.964286
2238380865-162401,0.232143,0.276786,0.709821,0.660714
2868487469-139586,0.250000,0.165179,0.950893,0.973214
2351006335-190597,0.241071,0.303571,0.879464,0.625000
2238529228-27681,0.303571,0.031250,0.834821,0.986607
2237962603-4766,0.026786,0.165179,0.888393,0.750000
2238481721-242233,0.250000,0.035714,0.660714,0.656250
