species,genus,family,mivs
Rhinophis melanoleucus,Rhinophis,Uropeltidae,0
Rhinophis mendisi,Rhinophis,Uropeltidae,0
Rhinophis oxyrhynchus,Rhinophis,Uropeltidae,0
Rhinophis philippinus,Rhinophis,Uropeltidae,0
Rhinophis phillipsi,Rhinophis,Uropeltidae,0
Rhinophis porrectus,Rhinophis,Uropeltidae,0
Rhinophis punctatus,Rhinophis,Uropeltidae,0
Rhinophis roshanpererai,Rhinophis,Uropeltidae,0
Rhinophis saffragamus,Rhinophis,Uropeltidae,0
Rhinophis sanguineus,Rhinophis,Uropeltidae,0
Rhinophis travancoricus,Rhinophis,Uropeltidae,0
Rhinophis tricoloratus,Rhinophis,Uropeltidae,0
Rhinophis zigzag,Rhinophis,Uropeltidae,0
Rhinoplocephalus bicolor,Rhinoplocephalus,Elapidae,0
Rhinotyphlops ataeniatus,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops boylei,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops lalandei,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops leucocephalus,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops schinzi,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops scortecci,Rhinotyphlops,Typhlopidae,0
Rhinotyphlops unitaeniatus,Rhinotyphlops,Typhlopidae,0
Rhynchocalamus arabicus,Rhynchocalamus,Colubridae,0
Rhynchocalamus dayanae,Rhynchocalamus,Colubridae,0
Rhynchocalamus levitoni,Rhynchocalamus,Colubridae,0
Rhynchocalamus melanocephalus,Rhynchocalamus,Colubridae,0
Rhynchocalamus satunini,Rhynchocalamus,Colubridae,0
Rodriguesophis chui,Rodriguesophis,Colubridae,0
Rodriguesophis iglesiasi,Rodriguesophis,Colubridae,0
Rodriguesophis scriptorcibatus,Rodriguesophis,Colubridae,0
Salomonelaps par,Salomonelaps,Elapidae,0
Salvadora bairdi,Salvadora,Colubridae,0
Salvadora deserticola,Salvadora,Colubridae,0
Salvadora grahamiae,Salvadora,Colubridae,0
Salvadora gymnorhachis,Salvadora,Colubridae,0
Salvadora hexalepis,Salvadora,Colubridae,0
Salvadora intermedia,Salvadora,Colubridae,0
Salvadora lemniscata,Salvadora,Colubridae,0
Salvadora mexicana,Salvadora,Colubridae,0
Sanzinia madagascariensis,Sanzinia,Boidae,0
Sanzinia volontany,Sanzinia,Boidae,0
Saphenophis antioquiensis,Saphenophis,Colubridae,0
Saphenophis atahuallpae,Saphenophis,Colubridae,0
Saphenophis boursieri,Saphenophis,Colubridae,0
Saphenophis sneiderni,Saphenophis,Colubridae,0
Saphenophis tristriatus,Saphenophis,Colubridae,0
Scaphiodontophis annulatus,Scaphiodontophis,Colubridae,0
Scaphiodontophis venustissimus,Scaphiodontophis,Colubridae,0
Scaphiophis albopunctatus,Scaphiophis,Colubridae,0
Scaphiophis raffreyi,Scaphiophis,Colubridae,0
Scolecophis atrocinctus,Scolecophis,Colubridae,0
Senticolis triaspis,Senticolis,Colubridae,0
Siagonodon acutirostris,Siagonodon,Leptotyphlopidae,0
Siagonodon borrichianus,Siagonodon,Leptotyphlopidae,0
Siagonodon cupinensis,Siagonodon,Leptotyphlopidae,0
Siagonodon septemstriatus,Siagonodon,Leptotyphlopidae,0
Sibon annulatus,Sibon,Colubridae,0
Sibon anthracops,Sibon,Colubridae,0
Sibon argus,Sibon,Colubridae,0
Sibon ayerbeorum,Sibon,Colubridae,0
Sibon bevridgelyi,Sibon,Colubridae,0
Sibon carri,Sibon,Colubridae,0
Sibon dimidiatus,Sibon,Colubridae,0
Sibon dunni,Sibon,Colubridae,0
Sibon lamari,Sibon,Colubridae,0
Sibon linearis,Sibon,Colubridae,0
Sibon longifrenis,Sibon,Colubridae,0
Sibon manzanaresi,Sibon,Colubridae,0
Sibon merendonensis,Sibon,Colubridae,0
Sibon miskitus,Sibon,Colubridae,0
Sibon nebulatus,Sibon,Colubridae,0
Sibon noalamina,Sibon,Colubridae,0
Sibon perissostichon,Sibon,Colubridae,0
Sibon sanniolus,Sibon,Colubridae,0
Sibynophis bistrigatus,Sibynophis,Colubridae,0
Sibynophis bivittatus,Sibynophis,Colubridae,0
Sibynophis chinensis,Sibynophis,Colubridae,0
Sibynophis collaris,Sibynophis,Colubridae,0
Sibynophis geminatus,Sibynophis,Colubridae,0
Sibynophis melanocephalus,Sibynophis,Colubridae,0
Sibynophis sagittarius,Sibynophis,Colubridae,0
Sibynophis subpunctatus,Sibynophis,Colubridae,0
Sibynophis triangularis,Sibynophis,Colubridae,0
Simalia amethistina,Simalia,Pythonidae,0
Simalia boeleni,Simalia,Pythonidae,0
Simalia clastolepis,Simalia,Pythonidae,0
Simalia kinghorni,Simalia,Pythonidae,0
Simalia nauta,Simalia,Pythonidae,0
Simalia tracyae,Simalia,Pythonidae,0
Simophis rhinostoma,Simophis,Colubridae,0
Simoselaps anomalus,Simoselaps,Elapidae,0
Simoselaps bertholdi,Simoselaps,Elapidae,0
Simoselaps bimaculatus,Simoselaps,Elapidae,0
Simoselaps littoralis,Simoselaps,Elapidae,0
Simoselaps minimus,Simoselaps,Elapidae,0
Sinomicrurus hatori,Sinomicrurus,Elapidae,0
Sinomicrurus houi,Sinomicrurus,Elapidae,0
Sinomicrurus japonicus,Sinomicrurus,Elapidae,0
Sinomicrurus kelloggi,Sinomicrurus,Elapidae,0
Sinomicrurus macclellandi,Sinomicrurus,Elapidae,0
Sinomicrurus nigriventer,Sinomicrurus,Elapidae,0
Sinomicrurus peinani,Sinomicrurus,Elapidae,0
Sinomicrurus sauteri,Sinomicrurus,Elapidae,0
Siphlophis ayauma,Siphlophis,Colubridae,0
Siphlophis cervinus,Siphlophis,Colubridae,0
Siphlophis compressus,Siphlophis,Colubridae,0
Siphlophis leucocephalus,Siphlophis,Colubridae,0
Siphlophis longicaudatus,Siphlophis,Colubridae,0
Siphlophis pulcher,Siphlophis,Colubridae,0
Siphlophis worontzowi,Siphlophis,Colubridae,0
Sistrurus catenatus,Sistrurus,Viperidae,1
Sistrurus miliarius,Sistrurus,Viperidae,1
Sistrurus tergeminus,Sistrurus,Viperidae,1
Smithophis arunachalensis,Smithophis,Colubridae,0
Smithophis atemporalis,Smithophis,Colubridae,0
Smithophis bicolor,Smithophis,Colubridae,0
Smithophis linearis,Smithophis,Colubridae,0
Sonora aemula,Sonora,Colubridae,0
Sonora annulata,Sonora,Colubridae,0
Sonora cincta,Sonora,Colubridae,0
Sonora episcopa,Sonora,Colubridae,0
Sonora fasciata,Sonora,Colubridae,0
Sonora michoacanensis,Sonora,Colubridae,0
Sonora mosaueri,Sonora,Colubridae,0
Sonora mutabilis,Sonora,Colubridae,0
Sonora occipitalis,Sonora,Colubridae,0
Sonora palarostris,Sonora,Colubridae,0
Sonora savagei,Sonora,Colubridae,0
Sonora semiannulata,Sonora,Colubridae,0
Sonora straminea,Sonora,Colubridae,0
Sonora taylori,Sonora,Colubridae,0
Sordellina punctata,Sordellina,Colubridae,0
Spalerosophis arenarius,Spalerosophis,Colubridae,0
Spalerosophis atriceps,Spalerosophis,Colubridae,0
Spalerosophis diadema,Spalerosophis,Colubridae,0
Spalerosophis dolichospilus,Spalerosophis,Colubridae,0
Spalerosophis josephscorteccii,Spalerosophis,Colubridae,0
Spalerosophis microlepis,Spalerosophis,Colubridae,0
Spilotes pullatus,Spilotes,Colubridae,0
Spilotes sulphureus,Spilotes,Colubridae,0
Stegonotus admiraltiensis,Stegonotus,Colubridae,0
Stegonotus aruensis,Stegonotus,Colubridae,0
Stegonotus australis,Stegonotus,Colubridae,0
Stegonotus ayamaru,Stegonotus,Colubridae,0
Stegonotus batjanensis,Stegonotus,Colubridae,0
Stegonotus borneensis,Stegonotus,Colubridae,0
Stegonotus caligocephalus,Stegonotus,Colubridae,0
Stegonotus cucullatus,Stegonotus,Colubridae,0
Stegonotus derooijae,Stegonotus,Colubridae,0
Stegonotus diehli,Stegonotus,Colubridae,0
Stegonotus florensis,Stegonotus,Colubridae,0
Stegonotus guentheri,Stegonotus,Colubridae,0
Stegonotus heterurus,Stegonotus,Colubridae,0
Stegonotus iridis,Stegonotus,Colubridae,0
Stegonotus keyensis,Stegonotus,Colubridae,0
Stegonotus lividus,Stegonotus,Colubridae,0
Stegonotus melanolabiatus,Stegonotus,Colubridae,0
Stegonotus modestus,Stegonotus,Colubridae,0
Stegonotus muelleri,Stegonotus,Colubridae,0
Stegonotus parvus,Stegonotus,Colubridae,0
Stegonotus poechi,Stegonotus,Colubridae,0
Stegonotus reticulatus,Stegonotus,Colubridae,0
Stegonotus sutteri,Stegonotus,Colubridae,0
Stenorrhina degenhardtii,Stenorrhina,Colubridae,0
Stenorrhina freminvillei,Stenorrhina,Colubridae,0
Stichophanes ningshaanensis,Stichophanes,Colubridae,0
Stoliczkia borneensis,Stoliczkia,Xenodermidae,0
Stoliczkia khasiensis,Stoliczkia,Xenodermidae,0
Storeria dekayi,Storeria,Colubridae,0
Storeria hidalgoensis,Storeria,Colubridae,0
Storeria occipitomaculata,Storeria,Colubridae,0
Storeria storerioides,Storeria,Colubridae,0
Storeria victa,Storeria,Colubridae,0
Subsessor bocourti,Subsessor,Homalopsidae,0
Sumatranus albomaculata,Sumatranus,Homalopsidae,0
Sundatyphlops polygrammicus,Sundatyphlops,Typhlopidae,0
Suta dwyeri,Suta,Elapidae,0
Suta fasciata,Suta,Elapidae,0
Suta flagellum,Suta,Elapidae,0
Suta gaikhorstorum,Suta,Elapidae,0
Suta gouldii,Suta,Elapidae,0
Suta monachus,Suta,Elapidae,0
Suta nigriceps,Suta,Elapidae,0
Suta ordensis,Suta,Elapidae,0
Suta punctata,Suta,Elapidae,0
Suta spectabilis,Suta,Elapidae,0
Suta suta,Suta,Elapidae,0
Symphimus leucostomus,Symphimus,Colubridae,0
Symphimus mayae,Symphimus,Colubridae,0
Sympholis lippiens,Sympholis,Colubridae,0
Synophis bicolor,Synophis,Colubridae,0
Synophis bogerti,Synophis,Colubridae,0
Synophis calamitus,Synophis,Colubridae,0
Synophis insulomontanus,Synophis,Colubridae,0
Synophis lasallei,Synophis,Colubridae,0
Synophis niceforomariae,Synophis,Colubridae,0
Synophis plectovertebralis,Synophis,Colubridae,0
Synophis zaheri,Synophis,Colubridae,0
Synophis zamora,Synophis,Colubridae,0
Tachymenis affinis,Tachymenis,Colubridae,0
Tachymenis attenuata,Tachymenis,Colubridae,0
Tachymenis chilensis,Tachymenis,Colubridae,0
Tachymenis elongata,Tachymenis,Colubridae,0
Tachymenis peruviana,Tachymenis,Colubridae,0
Tachymenis tarmensis,Tachymenis,Colubridae,0
Taeniophallus affinis,Taeniophallus,Colubridae,0
Taeniophallus bilineatus,Taeniophallus,Colubridae,0
Taeniophallus brevirostris,Taeniophallus,Colubridae,0
Taeniophallus nebularis,Taeniophallus,Colubridae,0
Taeniophallus nicagus,Taeniophallus,Colubridae,0
Taeniophallus occipitalis,Taeniophallus,Colubridae,0
Taeniophallus persimilis,Taeniophallus,Colubridae,0
Taeniophallus poecilopogon,Taeniophallus,Colubridae,0
Taeniophallus quadriocellatus,Taeniophallus,Colubridae,0
Tantalophis discolor,Tantalophis,Colubridae,0
Tantilla albiceps,Tantilla,Colubridae,0
Tantilla alticola,Tantilla,Colubridae,0
Tantilla andinista,Tantilla,Colubridae,0
Tantilla armillata,Tantilla,Colubridae,0
Tantilla atriceps,Tantilla,Colubridae,0
Tantilla bairdi,Tantilla,Colubridae,0
Tantilla berguidoi,Tantilla,Colubridae,0
Tantilla bocourti,Tantilla,Colubridae,0
Tantilla boipiranga,Tantilla,Colubridae,0
Tantilla brevicauda,Tantilla,Colubridae,0
Tantilla briggsi,Tantilla,Colubridae,0
Tantilla calamarina,Tantilla,Colubridae,0
Tantilla capistrata,Tantilla,Colubridae,0
Tantilla cascadae,Tantilla,Colubridae,0
Tantilla ceboruca,Tantilla,Colubridae,0
Tantilla coronadoi,Tantilla,Colubridae,0
Tantilla coronata,Tantilla,Colubridae,0
Tantilla cucullata,Tantilla,Colubridae,0
Tantilla cuniculator,Tantilla,Colubridae,0
Tantilla deppei,Tantilla,Colubridae,0
Tantilla excelsa,Tantilla,Colubridae,0
Tantilla flavilineata,Tantilla,Colubridae,0
Tantilla gottei,Tantilla,Colubridae,0
Tantilla gracilis,Tantilla,Colubridae,0
Tantilla hendersoni,Tantilla,Colubridae,0
Tantilla hobartsmithi,Tantilla,Colubridae,0
Tantilla impensa,Tantilla,Colubridae,0
Tantilla insulamontana,Tantilla,Colubridae,0
Tantilla jani,Tantilla,Colubridae,0
Tantilla johnsoni,Tantilla,Colubridae,0
Tantilla lempira,Tantilla,Colubridae,0
Tantilla lydia,Tantilla,Colubridae,0
Tantilla melanocephala,Tantilla,Colubridae,0
Tantilla miyatai,Tantilla,Colubridae,0
Tantilla moesta,Tantilla,Colubridae,0
Tantilla nigra,Tantilla,Colubridae,0
Tantilla nigriceps,Tantilla,Colubridae,0
Tantilla oaxacae,Tantilla,Colubridae,0
Tantilla olympia,Tantilla,Colubridae,0
Tantilla oolitica,Tantilla,Colubridae,0
Tantilla petersi,Tantilla,Colubridae,0
Tantilla planiceps,Tantilla,Colubridae,0
Tantilla psittaca,Tantilla,Colubridae,0
Tantilla relicta,Tantilla,Colubridae,0
Tantilla reticulata,Tantilla,Colubridae,0
Tantilla robusta,Tantilla,Colubridae,0
Tantilla rubra,Tantilla,Colubridae,0
Tantilla ruficeps,Tantilla,Colubridae,0
Tantilla schistosa,Tantilla,Colubridae,0
Tantilla semicincta,Tantilla,Colubridae,0
Tantilla sertula,Tantilla,Colubridae,0
Tantilla shawi,Tantilla,Colubridae,0
Tantilla slavensi,Tantilla,Colubridae,0
Tantilla stenigrammi,Tantilla,Colubridae,0
Tantilla striata,Tantilla,Colubridae,0
Tantilla supracincta,Tantilla,Colubridae,0
Tantilla taeniata,Tantilla,Colubridae,0
Tantilla tayrae,Tantilla,Colubridae,0
Tantilla tecta,Tantilla,Colubridae,0
Tantilla tjiasmantoi,Tantilla,Colubridae,0
Tantilla trilineata,Tantilla,Colubridae,0
Tantilla triseriata,Tantilla,Colubridae,0
Tantilla tritaeniata,Tantilla,Colubridae,0
Tantilla vermiformis,Tantilla,Colubridae,0
Tantilla vulcani,Tantilla,Colubridae,0
Tantilla wilcoxi,Tantilla,Colubridae,0
Tantilla yaquia,Tantilla,Colubridae,0
Tantillita brevissima,Tantillita,Colubridae,0
Tantillita canula,Tantillita,Colubridae,0
Tantillita lintoni,Tantillita,Colubridae,0
Telescopus beetzi,Telescopus,Colubridae,0
Telescopus dhara,Telescopus,Colubridae,0
Telescopus fallax,Telescopus,Colubridae,0
Telescopus finkeldeyi,Telescopus,Colubridae,0
Telescopus gezirae,Telescopus,Colubridae,0
Telescopus hoogstraali,Telescopus,Colubridae,0
Telescopus nigriceps,Telescopus,Colubridae,0
Telescopus obtusus,Telescopus,Colubridae,0
Telescopus pulcher,Telescopus,Colubridae,0
Telescopus rhinopoma,Telescopus,Colubridae,0
Telescopus semiannulatus,Telescopus,Colubridae,0
Telescopus tessellatus,Telescopus,Colubridae,0
Telescopus tripolitanus,Telescopus,Colubridae,0
Telescopus variegatus,Telescopus,Colubridae,0
Teretrurus rhodogaster,Teretrurus,Uropeltidae,0
Teretrurus sanguineus,Teretrurus,Uropeltidae,0
Tetracheilostoma bilineatum,Tetracheilostoma,Leptotyphlopidae,0
Tetracheilostoma breuili,Tetracheilostoma,Leptotyphlopidae,0
Tetracheilostoma carlae,Tetracheilostoma,Leptotyphlopidae,0
Tetralepis fruhstorferi,Tetralepis,Colubridae,0
Thamnodynastes almae,Thamnodynastes,Colubridae,0
Thamnodynastes ceibae,Thamnodynastes,Colubridae,0
Thamnodynastes chaquensis,Thamnodynastes,Colubridae,0
Thamnodynastes chimanta,Thamnodynastes,Colubridae,0
Thamnodynastes corocoroensis,Thamnodynastes,Colubridae,0
Thamnodynastes dixoni,Thamnodynastes,Colubridae,0
Thamnodynastes duida,Thamnodynastes,Colubridae,0
Thamnodynastes gambotensis,Thamnodynastes,Colubridae,0
Thamnodynastes hypoconia,Thamnodynastes,Colubridae,0
Thamnodynastes lanei,Thamnodynastes,Colubridae,0
Thamnodynastes longicaudus,Thamnodynastes,Colubridae,0
Thamnodynastes marahuaquensis,Thamnodynastes,Colubridae,0
Thamnodynastes pallidus,Thamnodynastes,Colubridae,0
Thamnodynastes paraguanae,Thamnodynastes,Colubridae,0
Thamnodynastes phoenix,Thamnodynastes,Colubridae,0
Thamnodynastes ramonriveroi,Thamnodynastes,Colubridae,0
Thamnodynastes rutilus,Thamnodynastes,Colubridae,0
Thamnodynastes sertanejo,Thamnodynastes,Colubridae,0
Thamnodynastes strigatus,Thamnodynastes,Colubridae,0
Thamnodynastes yavi,Thamnodynastes,Colubridae,0
Thamnophis atratus,Thamnophis,Colubridae,0
Thamnophis bogerti,Thamnophis,Colubridae,0
Thamnophis brachystoma,Thamnophis,Colubridae,0
Thamnophis butleri,Thamnophis,Colubridae,0
Thamnophis chrysocephalus,Thamnophis,Colubridae,0
Thamnophis conanti,Thamnophis,Colubridae,0
Thamnophis couchii,Thamnophis,Colubridae,0
Thamnophis cyrtopsis,Thamnophis,Colubridae,0
Thamnophis elegans,Thamnophis,Colubridae,0
Thamnophis eques,Thamnophis,Colubridae,0
Thamnophis errans,Thamnophis,Colubridae,0
Thamnophis exsul,Thamnophis,Colubridae,0
Thamnophis fulvus,Thamnophis,Colubridae,0
Thamnophis gigas,Thamnophis,Colubridae,0
Thamnophis godmani,Thamnophis,Colubridae,0
Thamnophis hammondii,Thamnophis,Colubridae,0
Thamnophis lineri,Thamnophis,Colubridae,0
Thamnophis marcianus,Thamnophis,Colubridae,0
Thamnophis melanogaster,Thamnophis,Colubridae,0
Thamnophis mendax,Thamnophis,Colubridae,0
Thamnophis nigronuchalis,Thamnophis,Colubridae,0
Thamnophis ordinoides,Thamnophis,Colubridae,0
Thamnophis postremus,Thamnophis,Colubridae,0
Thamnophis proximus,Thamnophis,Colubridae,0
Thamnophis pulchrilatus,Thamnophis,Colubridae,0
Thamnophis radix,Thamnophis,Colubridae,0
Thamnophis rossmani,Thamnophis,Colubridae,0
Thamnophis rufipunctatus,Thamnophis,Colubridae,0
Thamnophis saurita,Thamnophis,Colubridae,0
Thamnophis scalaris,Thamnophis,Colubridae,0
Thamnophis scaliger,Thamnophis,Colubridae,0
Thamnophis sirtalis,Thamnophis,Colubridae,0
Thamnophis sumichrasti,Thamnophis,Colubridae,0
Thamnophis unilabialis,Thamnophis,Colubridae,0
Thamnophis validus,Thamnophis,Colubridae,0
Thamnosophis epistibes,Thamnosophis,Lamprophiidae,0
Thamnosophis infrasignatus,Thamnosophis,Lamprophiidae,0
Thamnosophis lateralis,Thamnosophis,Lamprophiidae,0
Thamnosophis martae,Thamnosophis,Lamprophiidae,0
Thamnosophis mavotenda,Thamnosophis,Lamprophiidae,0
Thamnosophis stumpffi,Thamnosophis,Lamprophiidae,0
Thelotornis capensis,Thelotornis,Colubridae,1
Thelotornis kirtlandii,Thelotornis,Colubridae,1
Thelotornis mossambicanus,Thelotornis,Colubridae,1
Thelotornis usambaricus,Thelotornis,Colubridae,1
Thermophis baileyi,Thermophis,Colubridae,0
Thermophis shangrila,Thermophis,Colubridae,0
Thermophis zhaoermii,Thermophis,Colubridae,0
Thrasops flavigularis,Thrasops,Colubridae,0
Thrasops jacksonii,Thrasops,Colubridae,0
Thrasops occidentalis,Thrasops,Colubridae,0
Thrasops schmidti,Thrasops,Colubridae,0
Tomodon dorsatus,Tomodon,Colubridae,0
Tomodon ocellatus,Tomodon,Colubridae,0
Tomodon orestes,Tomodon,Colubridae,0
Toxicocalamus buergersi,Toxicocalamus,Elapidae,0
Toxicocalamus cratermontanus,Toxicocalamus,Elapidae,0
Toxicocalamus ernstmayri,Toxicocalamus,Elapidae,0
Toxicocalamus grandis,Toxicocalamus,Elapidae,0
Toxicocalamus holopelturus,Toxicocalamus,Elapidae,0
Toxicocalamus longissimus,Toxicocalamus,Elapidae,0
Toxicocalamus loriae,Toxicocalamus,Elapidae,0
Toxicocalamus mattisoni,Toxicocalamus,Elapidae,0
Toxicocalamus mintoni,Toxicocalamus,Elapidae,0
Toxicocalamus misimae,Toxicocalamus,Elapidae,0
Toxicocalamus nigrescens,Toxicocalamus,Elapidae,0
Toxicocalamus pachysomus,Toxicocalamus,Elapidae,0
Toxicocalamus preussi,Toxicocalamus,Elapidae,0
Toxicocalamus pumehanae,Toxicocalamus,Elapidae,0
Toxicocalamus spilolepidotus,Toxicocalamus,Elapidae,0
Toxicocalamus stanleyanus,Toxicocalamus,Elapidae,0
Toxicodryas blandingii,Toxicodryas,Colubridae,0
Toxicodryas pulverulenta,Toxicodryas,Colubridae,0
Trachischium apteii,Trachischium,Colubridae,0
Trachischium fuscum,Trachischium,Colubridae,0
Trachischium guentheri,Trachischium,Colubridae,0
Trachischium laeve,Trachischium,Colubridae,0
Trachischium monticola,Trachischium,Colubridae,0
Trachischium sushantai,Trachischium,Colubridae,0
Trachischium tenuiceps,Trachischium,Colubridae,0
Trachyboa boulengeri,Trachyboa,Tropidophiidae,0
Trachyboa gularis,Trachyboa,Tropidophiidae,0
Tretanorhinus mocquardi,Tretanorhinus,Colubridae,0
Tretanorhinus nigroluteus,Tretanorhinus,Colubridae,0
Tretanorhinus taeniatus,Tretanorhinus,Colubridae,0
Tretanorhinus variabilis,Tretanorhinus,Colubridae,0
Tricheilostoma bicolor,Tricheilostoma,Leptotyphlopidae,0
Tricheilostoma broadleyi,Tricheilostoma,Leptotyphlopidae,0
Tricheilostoma dissimilis,Tricheilostoma,Leptotyphlopidae,0
Tricheilostoma greenwelli,Tricheilostoma,Leptotyphlopidae,0
Tricheilostoma kongoensis,Tricheilostoma,Leptotyphlopidae,0
Tricheilostoma sundewalli,Tricheilostoma,Leptotyphlopidae,0
Trilepida affinis,Trilepida,Leptotyphlopidae,0
Trilepida anthracina,Trilepida,Leptotyphlopidae,0
Trilepida brasiliensis,Trilepida,Leptotyphlopidae,0
Trilepida brevissima,Trilepida,Leptotyphlopidae,0
Trilepida dimidiata,Trilepida,Leptotyphlopidae,0
Trilepida dugandi,Trilepida,Leptotyphlopidae,0
Trilepida fuliginosa,Trilepida,Leptotyphlopidae,0
Trilepida guayaquilensis,Trilepida,Leptotyphlopidae,0
Trilepida jani,Trilepida,Leptotyphlopidae,0
Trilepida joshuai,Trilepida,Leptotyphlopidae,0
Trilepida koppesi,Trilepida,Leptotyphlopidae,0
Trilepida macrolepis,Trilepida,Leptotyphlopidae,0
Trilepida nicefori,Trilepida,Leptotyphlopidae,0
Trilepida pastusa,Trilepida,Leptotyphlopidae,0
Trilepida salgueiroi,Trilepida,Leptotyphlopidae,0
Trimeresurus albolabris,Trimeresurus,Viperidae,1
Trimeresurus andalasensis,Trimeresurus,Viperidae,1
Trimeresurus andersonii,Trimeresurus,Viperidae,1
Trimeresurus arunachalensis,Trimeresurus,Viperidae,1
Trimeresurus borneensis,Trimeresurus,Viperidae,1
Trimeresurus brongersmai,Trimeresurus,Viperidae,1
Trimeresurus cantori,Trimeresurus,Viperidae,1
Trimeresurus cardamomensis,Trimeresurus,Viperidae,1
Trimeresurus caudornatus,Trimeresurus,Viperidae,1
Trimeresurus davidi,Trimeresurus,Viperidae,1
Trimeresurus erythrurus,Trimeresurus,Viperidae,1
Trimeresurus fasciatus,Trimeresurus,Viperidae,1
Trimeresurus flavomaculatus,Trimeresurus,Viperidae,1
Trimeresurus gracilis,Trimeresurus,Viperidae,1
Trimeresurus gramineus,Trimeresurus,Viperidae,1
Trimeresurus gumprechti,Trimeresurus,Viperidae,1
Trimeresurus gunaleni,Trimeresurus,Viperidae,1
Trimeresurus hageni,Trimeresurus,Viperidae,1
Trimeresurus honsonensis,Trimeresurus,Viperidae,1
Trimeresurus insularis,Trimeresurus,Viperidae,1
Trimeresurus kanburiensis,Trimeresurus,Viperidae,1
Trimeresurus labialis,Trimeresurus,Viperidae,1
Trimeresurus macrolepis,Trimeresurus,Viperidae,1
Trimeresurus macrops,Trimeresurus,Viperidae,1
Trimeresurus malabaricus,Trimeresurus,Viperidae,1
Trimeresurus malcolmi,Trimeresurus,Viperidae,1
Trimeresurus mcgregori,Trimeresurus,Viperidae,1
Trimeresurus medoensis,Trimeresurus,Viperidae,1
Trimeresurus mutabilis,Trimeresurus,Viperidae,1
Trimeresurus nebularis,Trimeresurus,Viperidae,1
Trimeresurus phuketensis,Trimeresurus,Viperidae,1
Trimeresurus popeiorum,Trimeresurus,Viperidae,1
Trimeresurus puniceus,Trimeresurus,Viperidae,1
Trimeresurus purpureomaculatus,Trimeresurus,Viperidae,1
Trimeresurus rubeus,Trimeresurus,Viperidae,1
Trimeresurus sabahi,Trimeresurus,Viperidae,1
Trimeresurus salazar,Trimeresurus,Viperidae,1
Trimeresurus schultzei,Trimeresurus,Viperidae,1
Trimeresurus septentrionalis,Trimeresurus,Viperidae,1
Trimeresurus sichuanensis,Trimeresurus,Viperidae,1
Trimeresurus stejnegeri,Trimeresurus,Viperidae,1
Trimeresurus strigatus,Trimeresurus,Viperidae,1
Trimeresurus sumatranus,Trimeresurus,Viperidae,1
Trimeresurus tibetanus,Trimeresurus,Viperidae,1
Trimeresurus trigonocephalus,Trimeresurus,Viperidae,1
Trimeresurus truongsonensis,Trimeresurus,Viperidae,1
Trimeresurus venustus,Trimeresurus,Viperidae,1
Trimeresurus vogeli,Trimeresurus,Viperidae,1
Trimeresurus wiroti,Trimeresurus,Viperidae,1
Trimeresurus yingjiangensis,Trimeresurus,Viperidae,1
Trimeresurus yunnanensis,Trimeresurus,Viperidae,1
Trimerodytes aequifasciatus,Trimerodytes,Colubridae,0
Trimerodytes annularis,Trimerodytes,Colubridae,0
Trimerodytes balteatus,Trimerodytes,Colubridae,0
Trimerodytes percarinatus,Trimerodytes,Colubridae,0
Trimerodytes yapingi,Trimerodytes,Colubridae,0
Trimerodytes yunnanensis,Trimerodytes,Colubridae,0
Trimetopon barbouri,Trimetopon,Colubridae,0
Trimetopon gracile,Trimetopon,Colubridae,0
Trimetopon pliolepis,Trimetopon,Colubridae,0
Trimetopon simile,Trimetopon,Colubridae,0
Trimetopon slevini,Trimetopon,Colubridae,0
Trimetopon viquezi,Trimetopon,Colubridae,0
Trimorphodon biscutatus,Trimorphodon,Colubridae,0
Trimorphodon lambda,Trimorphodon,Colubridae,0
Trimorphodon lyrophanes,Trimorphodon,Colubridae,0
Trimorphodon paucimaculatus,Trimorphodon,Colubridae,0
Trimorphodon quadruplex,Trimorphodon,Colubridae,0
Trimorphodon tau,Trimorphodon,Colubridae,0
Trimorphodon vilkinsonii,Trimorphodon,Colubridae,0
Tropidechis carinatus,Tropidechis,Elapidae,1
Tropidoclonion lineatum,Tropidoclonion,Colubridae,0
Tropidodipsas annulifera,Tropidodipsas,Colubridae,0
Tropidodipsas fasciata,Tropidodipsas,Colubridae,0
Tropidodipsas fischeri,Tropidodipsas,Colubridae,0
Tropidodipsas philippii,Tropidodipsas,Colubridae,0
Tropidodipsas repleta,Tropidodipsas,Colubridae,0
Tropidodipsas sartorii,Tropidodipsas,Colubridae,0
Tropidodipsas zweifeli,Tropidodipsas,Colubridae,0
Tropidodryas serra,Tropidodryas,Colubridae,0
Tropidodryas striaticeps,Tropidodryas,Colubridae,0
Tropidolaemus huttoni,Tropidolaemus,Viperidae,1
Tropidolaemus laticinctus,Tropidolaemus,Viperidae,1
Tropidolaemus philippensis,Tropidolaemus,Viperidae,1
Tropidolaemus subannulatus,Tropidolaemus,Viperidae,1
Tropidolaemus wagleri,Tropidolaemus,Viperidae,1
Tropidonophis aenigmaticus,Tropidonophis,Colubridae,0
Tropidonophis dahlii,Tropidonophis,Colubridae,0
